review,Sentiment
How to use Augmented Reality feature???,Question
The best among all,Positive
Such a worst app,Negative
I give five stars wonderful app,Positive
very slow app,Negative
nice and almost accurate information,Positive
One of the best car searching website.,Positive
Very good collection of used luxury cars,Positive
Am happy with this app,Positive
Its a interesting and useful app,Positive
crazy app with all information,Positive
All details in one hand,Positive
I like the feel car option,Positive
"""It worst app,,,time waste process""",Negative
Really amazing application,Positive
Awesome mind-blowing,Positive
Excellent app I have never seen.,Positive
user friendly application...,Positive
Excellent service thanks,Appreciation
best online buying and selling app. trusted evaluation with fastwst service i witnessed,Positive
best online buying and selling app,Positive
"""Car lovers must use this app, u gonna love it""",Positive
Best apps but need more information,Neutral
It's very useful app for everyone,Positive
try to more improve..,Neutral
very good and trustworthy,Positive
They are up to date and give you detailed knowledge about any vehicle.,Positive
"""Worst experience please use Carwale app to see the difference,""",Negative
Best car search aap,Positive
I love you car dekho. This app is number one car app in the universe. Love you car dekho.,Positive
I love you car dekho,Positive
 This app is number one car app in the universe,Positive
 Love you car dekho,Positive
Old one was much better,Personal Experience
best and very best app,Positive
nice app helped me out to find best car for me,Positive
good resoponse bye app and custumers,Positive
This app is best for cars,Positive
"""this person is amazing, who has made this app,it's a real live motivation.""",Appreciation
This does not have the information of very few cars but that's ok Zdx,Neutral
Very very bad app don't try this app time waste,Negative
The models of cars are amazing,Positive
Most Amazing car app ever,Positive
"""Car dekho team, I request you to make a new catrgorey naming safe car as today all the cars have gone hollow in saftey so if you make this then it would be more easy to choose safe cars (and also mention the car safety rating in global NACP test).""",Feature Suggestion
"""worst service provider, they just want to sell your car at any cost. I took premium membership but still i am not satisfied with their services""",Negative
